Time (fs)	,	Dipole 10A	,	Dipole 3A	,	3A-10A
173.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
173.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
174.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
174.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
174.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
174.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
174.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
175.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
175.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
175.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
175.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
175.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
176.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
176.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
176.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
176.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
176.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
177.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
177.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
177.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
177.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
177.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
178.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
178.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
178.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
178.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
178.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
179.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
179.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
179.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
179.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
179.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
180.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
180.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
180.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
180.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
180.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
181.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
181.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
181.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
181.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
181.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
182.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
182.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
182.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
182.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
182.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
183.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
183.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
183.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
183.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
183.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
184.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
184.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
184.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
184.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
184.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
185.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
185.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
185.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
185.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
185.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
186.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
186.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
186.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
186.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
186.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
187.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
187.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
187.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
187.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
187.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
188.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
188.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
188.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
188.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
188.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
189.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
189.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
189.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
189.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
189.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
190.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
190.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
190.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
190.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
190.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
191.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
191.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
191.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
191.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
191.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
192.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
192.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
192.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
192.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
192.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
193.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
193.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
193.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
193.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
193.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
194.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
194.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
194.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
194.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
194.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
195.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
195.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
195.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
195.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
195.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
196.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
196.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
196.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
196.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
196.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
197.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
197.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
197.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
197.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
197.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
198.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
198.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
198.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
198.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
198.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
199.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
199.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
199.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
199.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
199.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
200.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
200.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
200.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
200.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
200.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
201.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
201.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
201.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
201.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
201.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
202.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
202.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
202.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
202.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
202.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
203.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
203.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
203.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
203.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
203.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
204.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
204.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
204.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
204.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
204.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
205.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
205.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
205.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
205.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
205.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
206.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
206.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
206.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
206.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
206.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
207.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
207.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
207.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
207.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
207.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
208.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
208.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
208.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
208.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
208.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
209.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
209.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
209.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
209.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
209.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
210.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
210.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
210.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
210.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
210.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
211.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
211.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
211.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
211.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
211.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
212.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
212.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
212.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
212.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
212.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
213.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
213.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
213.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
213.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
213.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
214.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
214.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
214.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
214.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
214.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
215.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
215.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
215.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
215.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
215.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
216.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
216.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
216.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
216.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
216.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
217.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
217.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
217.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
217.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
217.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
218.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
218.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
218.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
218.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
218.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
219.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
219.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
219.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
219.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
219.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
220.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
220.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
220.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
220.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
220.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
221.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
221.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
221.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
221.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
221.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
222.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
222.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
222.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
222.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
222.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
223.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
223.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
223.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
223.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
223.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
224.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
224.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
224.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
224.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
224.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
225.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
225.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
225.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
225.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
225.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
226.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
226.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
226.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
226.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
226.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
227.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
227.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
227.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
227.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
227.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
228.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
228.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
228.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
228.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
228.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
229.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
229.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
229.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
229.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
229.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
230.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
230.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
230.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
230.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
230.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
231.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
231.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
231.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
231.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
231.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
232.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
232.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
232.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
232.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
232.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
233.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
233.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
233.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
233.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
233.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
234.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
234.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
234.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
234.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
234.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
235.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
235.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
235.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
235.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
235.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
236.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
236.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
236.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
236.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
236.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
237.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
237.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
237.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
237.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
237.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
238.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
238.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
238.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
238.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
238.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
239.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
239.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
239.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
239.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
239.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
240.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
240.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
240.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
240.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
240.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
241.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
241.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
241.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
241.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
241.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
242.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
242.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
242.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
242.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
242.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
243.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
243.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
243.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
243.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
243.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
244.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
244.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
244.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
244.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
244.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
245.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
245.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
245.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
245.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
245.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
246.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
246.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
246.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
246.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
246.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
247.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
247.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
247.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
247.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
247.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
248.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
248.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
248.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
248.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
248.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
249.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
249.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
249.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
249.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
249.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
250.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
250.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
250.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
250.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
250.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
251.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
251.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
251.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
251.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
251.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
252.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
252.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
252.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
252.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
252.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
253.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
253.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
253.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
253.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
253.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
254.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
254.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
254.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
254.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
254.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
255.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
255.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
255.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
255.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
255.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
256.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
256.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
256.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
256.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
256.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
257.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
257.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
257.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
257.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
257.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
258.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
258.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
258.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
258.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
258.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
259.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
259.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
259.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
259.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
259.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
260.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
260.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
260.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
260.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
