Time (fs)	,	Dipole 10A	,	Dipole 3A	,	3A-10A
522.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
522.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
522.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
523.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
523.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
523.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
523.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
523.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
524.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
524.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
524.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
524.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
524.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
525.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
525.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
525.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
525.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
525.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
526.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
526.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
526.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
526.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
526.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
527.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
527.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
527.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
527.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
527.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
528.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
528.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
528.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
528.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
528.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
529.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
529.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
529.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
529.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
529.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
530.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
530.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
530.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
530.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
530.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
531.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
531.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
531.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
531.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
531.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
532.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
532.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
532.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
532.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
532.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
533.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
533.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
533.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
533.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
533.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
534.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
534.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
534.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
534.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
534.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
535.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
535.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
535.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
535.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
535.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
536.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
536.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
536.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
536.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
536.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
537.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
537.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
537.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
537.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
537.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
538.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
538.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
538.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
538.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
538.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
539.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
539.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
539.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
539.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
539.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
540.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
540.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
540.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
540.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
540.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
541.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
541.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
541.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
541.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
541.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
542.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
542.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
542.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
542.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
542.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
543.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
543.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
543.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
543.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
543.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
544.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
544.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
544.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
544.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
544.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
545.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
545.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
545.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
545.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
545.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
546.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
546.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
546.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
546.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
546.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
547.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
547.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
547.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
547.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
547.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
548.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
548.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
548.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
548.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
548.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
549.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
549.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
549.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
549.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
549.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
550.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
550.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
550.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
550.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
550.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
551.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
551.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
551.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
551.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
551.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
552.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
552.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
552.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
552.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
552.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
553.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
553.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
553.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
553.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
553.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
554.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
554.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
554.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
554.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
554.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
555.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
555.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
555.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
555.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
555.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
556.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
556.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
556.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
556.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
556.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
557.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
557.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
557.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
557.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
557.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
558.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
558.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
558.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
558.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
558.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
559.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
559.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
559.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
559.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
559.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
560.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
560.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
560.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
560.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
560.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
561.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
561.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
561.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
561.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
561.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
562.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
562.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
562.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
562.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
562.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
563.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
563.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
563.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
563.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
563.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
564.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
564.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
564.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
564.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
564.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
565.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
565.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
565.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
565.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
565.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
566.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
566.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
566.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
566.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
566.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
567.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
567.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
567.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
567.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
567.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
568.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
568.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
568.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
568.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
568.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
569.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
569.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
569.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
569.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
569.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
570.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
570.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
570.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
570.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
570.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
571.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
571.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
571.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
571.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
571.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
572.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
572.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
572.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
572.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
572.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
573.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
573.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
573.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
573.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
573.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
574.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
574.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
574.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
574.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
574.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
575.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
575.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
575.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
575.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
575.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
576.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
576.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
576.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
576.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
576.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
577.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
577.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
577.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
577.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
577.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
578.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
578.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
578.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
578.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
578.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
579.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
579.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
579.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
579.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
579.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
580.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
580.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
580.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
580.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
580.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
581.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
581.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
581.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
581.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
581.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
582.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
582.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
582.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
582.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
582.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
583.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
583.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
583.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
583.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
583.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
584.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
584.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
584.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
584.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
584.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
585.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
585.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
585.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
585.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
585.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
586.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
586.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
586.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
586.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
586.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
587.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
587.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
587.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
587.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
587.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
588.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
588.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
588.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
588.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
588.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
589.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
589.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
589.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
589.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
589.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
590.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
590.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
590.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
590.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
590.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
591.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
591.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
591.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
591.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
591.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
592.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
592.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
592.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
592.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
592.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
593.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
593.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
593.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
593.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
593.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
594.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
594.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
594.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
594.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
594.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
595.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
595.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
595.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
595.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
595.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
596.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
596.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
596.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
596.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
596.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
597.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
597.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
597.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
597.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
597.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
598.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
598.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
598.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
598.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
598.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
599.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
599.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
599.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
599.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
599.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
600.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01

